Tiger  36
Peacock  18
Micky  35
Tiger  55
Dragon  28
Lion  13
Lion  89
Dragon  45
Panda  49
Dragon  84
Peacock  94
Eagle  49
Lion  72
Dragon  32
Panda  51
Panda  85
Moose  43
Peacock  67
Tiger  54
Tiger  38
Dragon  35
Kangaroo  60
Micky  69
Peacock  44
Tiger  77
Micky  32
Micky  53
Husky  74
Peacock  56
Micky  74
Micky  48
Kangaroo  89
Husky  11
Micky  50
Eagle  11
Peacock  10
Husky  95
Tiger  41
Kangaroo  16
Peacock  52
Tiger  95
Lion  19
Tiger  54
Husky  98
Eagle  14
Eagle  61
Micky  19
Tiger  38
Peacock  62
Eagle  71
Peacock  12
Panda  52
Peacock  26
Tiger  95
Moose  63
Tiger  32
Micky  46
Micky  23
Peacock  28
Husky  85
Tiger  75
Husky  99
Panda  27
Husky  42
Tiger  21
Panda  16
Moose  75
Kangaroo  29
Peacock  13
Husky  95
Panda  81
Lion  80
Kangaroo  47
Lion  60
Lion  82
Eagle  67
Micky  100
Kangaroo  21
Lion  45
Micky  64
Panda  25
Moose  62
Tiger  34
Moose  42
Peacock  91
Micky  52
Moose  94
Husky  12
Dragon  37
Panda  15
Kangaroo  86
Dragon  99
Lion  93
Moose  77
Dragon  71
Micky  44
Peacock  12
Husky  64
Kangaroo  16
Moose  45
Micky  13
Lion  84
Tiger  64
Peacock  16
Lion  71
Eagle  77
Husky  79
Peacock  90
Husky  73
Panda  79
Tiger  49
Moose  78
Eagle  13
Moose  91
Husky  68
Moose  77
Kangaroo  60
Lion  83
Moose  25
Husky  92
Eagle  19
Lion  53
Peacock  11
Tiger  70
Lion  66
Micky  72
Panda  98
Tiger  97
Lion  11
Husky  47
Dragon  15
Tiger  75
Husky  89
Micky  86
Dragon  88
Panda  80
Moose  68
Husky  32
Panda  28
Dragon  21
Peacock  100
Micky  26
Micky  40
Eagle  27
Lion  15
Moose  69
Tiger  58
Kangaroo  75
Dragon  98
Panda  19
Eagle  69
Panda  53
Micky  73
Eagle  30
Panda  64
Dragon  73
Moose  42
Tiger  40
Lion  90
Micky  97
Micky  54
Moose  99
Kangaroo  50
Panda  23
Husky  54
Tiger  37
Tiger  99
Peacock  92
Eagle  57
Micky  11
Micky  62
Micky  19
Eagle  90
Micky  24
Dragon  28
Panda  64
Kangaroo  83
Dragon  95
Panda  25
Eagle  60
Kangaroo  27
Kangaroo  88
Micky  82
Eagle  90
Tiger  46
Husky  57
Tiger  22
Kangaroo  76
Moose  88
Kangaroo  61
Micky  72
Husky  40
Tiger  78
Panda  51
Dragon  17
Moose  30
Panda  11
Kangaroo  22
Peacock  15
Tiger  60
Dragon  44
Moose  65
Kangaroo  85
Micky  87
Micky  85
Panda  31
Lion  28
Peacock  75
Husky  11
Dragon  35
Peacock  83
Peacock  97
Kangaroo  67
Dragon  35
Kangaroo  44
Tiger  34
Panda  11
Micky  66
Micky  63
Micky  44
Dragon  80
Panda  78
Dragon  57
Moose  26
Husky  80
Peacock  88
Peacock  55
Moose  78
Husky  61
Kangaroo  57
Panda  78
Tiger  87
Peacock  70
Panda  87
Eagle  39
Dragon  74
Dragon  79
Kangaroo  72
Micky  95
Panda  88
Husky  55
Moose  41
Micky  33
Husky  70
Kangaroo  58
Kangaroo  14
Husky  11
Kangaroo  35
Panda  83
Eagle  94
Husky  38
Moose  15
Moose  73
Lion  16
Kangaroo  25
Lion  86
Panda  54
Peacock  70
Dragon  32
Panda  79
Husky  65
Eagle  59
Dragon  90
Panda  88
Panda  61
Eagle  66
Micky  79
Dragon  44
Eagle  61
Tiger  88
Moose  40
Kangaroo  50
Tiger  73
Kangaroo  40
Panda  42
Peacock  22
Dragon  24
Eagle  68
Peacock  87
Husky  13
Tiger  95
Peacock  49
Panda  97
Moose  82
Moose  64
Dragon  49
Panda  28
Dragon  42
Peacock  60
Peacock  23
Lion  59
Lion  33
Micky  40
Kangaroo  99
Moose  63
Lion  64
Moose  76
Micky  89
Kangaroo  23
Dragon  93
Kangaroo  70
Lion  53
Peacock  55
Eagle  66
Peacock  78
Eagle  58
Lion  13
Micky  37
Micky  48
Moose  43
Moose  35
Micky  10
Kangaroo  27
Micky  79
Micky  35
Panda  89
Peacock  53
Dragon  48
Panda  57
Husky  81
Kangaroo  49
Husky  33
Moose  11
Peacock  20
Peacock  98
Lion  59
Eagle  100
Eagle  73
Kangaroo  41
Dragon  36
Micky  75
Panda  43
Kangaroo  77
Kangaroo  69
Peacock  38
Husky  75
Moose  72
Micky  18
Tiger  66
Tiger  89
Tiger  76
Micky  41
Eagle  37
Micky  49
Dragon  25
Kangaroo  47
Eagle  45
Eagle  74
Tiger  79
Tiger  30
Husky  59
Kangaroo  85
Eagle  52
Tiger  81
Kangaroo  31
Kangaroo  24
Panda  67
Panda  42
Micky  23
Husky  23
Tiger  93
Tiger  38
Lion  29
Peacock  76
Peacock  53
Micky  67
Husky  31
Dragon  34
Husky  77
Panda  44
Lion  22
Kangaroo  47
Tiger  28
Moose  93
Panda  24
Lion  42
Peacock  25
Lion  26
Lion  16
Eagle  10
Moose  48
Moose  91
Peacock  23
Kangaroo  93
Kangaroo  23
Panda  13
Moose  54
Panda  21
Peacock  47
Tiger  57
Husky  44
Moose  74
Eagle  91
Tiger  55
Peacock  44
Tiger  53
Micky  92
Eagle  98
Dragon  45
Kangaroo  43
Micky  88
Micky  84
Lion  97
Lion  23
Lion  18
Peacock  88
Dragon  88
Tiger  19
Panda  30
Husky  24
Tiger  94
Lion  16
Kangaroo  33
Kangaroo  10
Dragon  55
Kangaroo  65
Micky  53
Peacock  18
Tiger  16
Peacock  72
Lion  86
Peacock  79
Kangaroo  100
Panda  84
Peacock  99
Eagle  51
Lion  92
Peacock  19
Micky  60
Lion  49
Eagle  63
Eagle  47
Peacock  88
Moose  80
Tiger  43
Micky  78
Tiger  51
Micky  93
Eagle  40
Kangaroo  35
Micky  96
Panda  92
Kangaroo  45
Kangaroo  67
Dragon  73
Husky  75
Moose  84
Peacock  44
Peacock  28
Peacock  75
Peacock  100
Lion  84
Panda  65
Moose  19
Peacock  70
Micky  53
Lion  24
Tiger  81
Moose  40
Dragon  51
Lion  93
Panda  88
Moose  41
Eagle  90
Kangaroo  35
Lion  35
Moose  58
Dragon  35
Eagle  61
Panda  14
Husky  36
Peacock  67
Moose  50
Husky  86
Tiger  14
Kangaroo  97
Micky  26
Micky  11
Eagle  68
Tiger  100
Husky  82
Eagle  94
Lion  66
Moose  71
Eagle  16
Kangaroo  96
Kangaroo  35
Tiger  19
Eagle  77
Micky  73
Micky  34
Husky  78
Husky  60
Micky  100
Moose  85
Moose  64
Kangaroo  44
Panda  30
Kangaroo  23
Peacock  15
Micky  44
Micky  100
Panda  20
Moose  60
Kangaroo  12
Kangaroo  32
Micky  53
Peacock  58
Micky  65
Dragon  47
Panda  10
Micky  68
Husky  52
Dragon  37
Tiger  35
Eagle  14
Moose  27
Micky  82
Panda  16
Eagle  65
Eagle  19
Husky  87
Tiger  16
Dragon  71
Micky  46
Dragon  94
Panda  58
Panda  65
Dragon  81
Tiger  41
Kangaroo  45
Lion  82
Moose  90
Peacock  50
Eagle  73
Peacock  57
Eagle  59
Tiger  49
Micky  26
Tiger  97
Micky  67
Dragon  62
Tiger  42
Lion  48
Husky  31
Dragon  78
Tiger  14
Dragon  45
Panda  57
Tiger  42
Kangaroo  92
Dragon  66
Dragon  95
Moose  57
Tiger  91
Eagle  32
Kangaroo  11
Husky  31
Tiger  61
Dragon  60
Eagle  11
Micky  30
Lion  53
Micky  88
Dragon  48
Moose  36
Tiger  71
Eagle  70
Eagle  43
Peacock  50
Lion  93
Dragon  29
Moose  33
Lion  19
Panda  69
Moose  13
Eagle  75
Micky  88
Kangaroo  76
Micky  77
Kangaroo  46
Moose  48
Tiger  71
Dragon  37
Peacock  75
Tiger  24
Moose  44
Peacock  73
Husky  15
Moose  92
Kangaroo  95
Panda  34
Panda  69
Kangaroo  26
Kangaroo  41
Micky  80
Kangaroo  83
Tiger  58
Panda  83
Tiger  54
Peacock  59
Lion  97
Tiger  11
Tiger  57
Dragon  69
Tiger  39
Peacock  71
Dragon  36
Moose  57
Husky  11
Tiger  21
Moose  81
Kangaroo  50
Kangaroo  48
Dragon  16
Tiger  22
Eagle  70
Dragon  93
Eagle  84
Husky  100
Dragon  99
Panda  68
Tiger  88
Lion  82
Husky  93
Lion  24
Lion  75
Panda  68
Peacock  60
Tiger  82
Tiger  94
Husky  62
Kangaroo  97
Dragon  76
Peacock  80
Panda  57
Micky  12
Eagle  95
Dragon  18
Tiger  84
Panda  87
Panda  41
Micky  51
Moose  83
Eagle  35
Tiger  64
Tiger  35
Kangaroo  50
Husky  78
Lion  88
Dragon  63
Kangaroo  85
Dragon  18
Dragon  86
Panda  30
Lion  40
Husky  42
Tiger  65
Dragon  83
Husky  61
Eagle  89
Kangaroo  47
Kangaroo  48
Peacock  30
Moose  71
Lion  59
Moose  55
Panda  92
Tiger  65
Husky  93
Husky  72
Eagle  34
Kangaroo  62
Lion  30
Panda  42
Eagle  63
Kangaroo  79
Lion  49
Micky  84
Kangaroo  71
Dragon  31
Husky  37
Micky  59
Lion  71
Tiger  61
Husky  82
Panda  34
Micky  100
Dragon  82
Moose  29
Moose  34
Dragon  55
Tiger  74
Panda  10
Panda  13
Kangaroo  26
Lion  65
Tiger  66
Dragon  87
Dragon  92
Moose  69
Dragon  33
Panda  18
Micky  20
Micky  41
Kangaroo  77
Lion  89
Eagle  37
Panda  18
Peacock  94
Tiger  46
Eagle  28
Husky  35
Lion  56
Eagle  98
Husky  19
Moose  89
Kangaroo  12
Panda  44
Moose  28
Kangaroo  68
Lion  23
Kangaroo  69
Micky  20
Dragon  56
Dragon  94
Tiger  57
Kangaroo  62
Panda  58
Tiger  99
Micky  35
Micky  84
Tiger  99
Lion  42
Panda  33
Lion  12
Husky  59
Lion  55
Tiger  77
Husky  95
Tiger  50
Lion  55
Peacock  75
Eagle  95
Husky  97
Eagle  93
Tiger  80
Moose  88
Moose  100
Panda  75
Peacock  14
Panda  79
Kangaroo  54
Tiger  12
Moose  10
Lion  40
Husky  92
Peacock  95
Moose  38
Husky  57
Panda  50
Eagle  51
Micky  55
Eagle  33
Kangaroo  27
Kangaroo  62
Panda  100
Tiger  99
Tiger  54
Moose  94
Tiger  21
Panda  83
Moose  63
Dragon  78
Eagle  55
Husky  95
Micky  64
Panda  89
Lion  13
Moose  81
Eagle  95
Husky  71
Tiger  73
Husky  70
Moose  60
Panda  83
Tiger  95
Eagle  77
Moose  39
Panda  74
Lion  22
Peacock  94
Moose  10
Eagle  97
Tiger  55
